Nombre,Fabricante,Escala,Serie,Original,Fecha de lanzamiento,Precio venta,Precio especial,Código JAN,Embalaje,Peso
MS-14S Char`s Gelgoog ,Bandai,"Master Grade , 1/100",MG Gundam,Mobile Suit Gundam,"3,240yenabout28.43USD","23.69USD

",sO,0055164,null,null
MS-06R-2 Zaku II ,Bandai,"Master Grade , 1/100",MG MSV,Mobile Suit Gundam,"3,024yenabout26.53USD","22.11USD

",sO,0053605, 31.2 x 20.2 x 10.5 cm , 570g
MS-06R-1 Zaku II ,Bandai,"Master Grade , 1/100",MG MSV,Mobile Suit Gundam,"3,024yenabout26.53USD","22.11USD

",sO,0053282, 31.2 x 20.3 x 10.3 cm , 562g
MSZ-006 Zeta Gundam ,Bandai,"Master Grade , 1/100",MG Z Gundam,Mobile Suit Gundam,"3,240yenabout28.43USD","23.69USD

",sO,0052673, 732g,null
RX-78-3 G-3 Gundam ,Bandai,"Master Grade , 1/100",MG MSV,Mobile Suit Gundam,"2,700yenabout23.69USD","19.74USD

",sO,0052969, 31.4 x 20.5 x 8.5 cm , 481g
MS-06F/J  Zaku II ,Bandai,"Master Grade , 1/100",MG Gundam,Mobile Suit Gundam,"2,700yenabout23.69USD","19.74USD

",sO,0048517, 31 x 20 x 7.7 cm , 516g
MS-06S Char`s Zaku II ,Bandai,"Master Grade , 1/100",MG Gundam,Mobile Suit Gundam,"2,700yenabout23.69USD","19.74USD

",sO,0048290, 31 x 20 x 7.7 cm , 500g
RX-78-2 Gundam ,Bandai,"Master Grade , 1/100",MG Gundam,Mobile Suit Gundam,"Jul., 1995",23.69USD,19.74USD,4902425481296, 31.5 x 20.3 x 8.5 cm , 479g
RX-78NT1 Gundam NT-1 ,Bandai,"Master Grade , 1/100",MG Other Gundam,Mobile Suit Gundam,"3,240yenabout28.43USD","23.69USD

",sO,0070949, 31 x 20 x 10 cm , 612g
RX-78 GP02A GUNDAM GP02 PHYSALIS ,Bandai,"Master Grade , 1/100",MG Gundam 0083,Mobile Suit Gundam,"6,480yenabout56.85USD","47.38USD

",sO,0074897,null,null
MS-09R Rick Dom ,Bandai,"Master Grade , 1/100",MG Gundam,Mobile Suit Gundam,"4,320yenabout37.9USD","31.58USD

",sO,0074440, 806g,null
RGM-79N GM Custom ,Bandai,"Master Grade , 1/100",MG Gundam 0083,Mobile Suit Gundam,"3,240yenabout28.43USD","23.69USD

",sO,0071691, 31 x 20 x 10 cm , 612g
RGM-79Q GM Quel ,Bandai,"Master Grade , 1/100",MG Gundam 0083,Mobile Suit Gundam,"3,240yenabout28.43USD","23.69USD

",sO,0071692, 31 x 20 x 10 cm , 533g
MSZ-010 ZZ Gundam ,Bandai,"Master Grade , 1/100",MG ZZ Gundam,Mobile Suit Gundam,"4,320yenabout37.9USD","31.58USD

",sO,0071690, 806g,null
GF13-017NJ II God Gundam ,Bandai,"Master Grade , 1/100",MG Other Gundam,Mobile Suit Gundam,"Early Nov., 2001",23.69USD,19.74USD,4543112060426, 31.2 x 20.3 x 8.5 cm , 517g
RX-77-2 Gun Cannon ,Bandai,"Master Grade , 1/100",MG Gundam,Mobile Suit Gundam,"Late Dec., 2001",28.43USD,23.69USD,4543112070173, 31 x 20 x 11 cm , 595g
FA-010A Fazz ,Bandai,"Master Grade , 1/100",MG Other Gundam,Mobile Suit Gundam,"Early Sep., 2001",56.85USD,47.38USD,4543112052667, 1402g,null
MSZ-006A1 Zeta Plus Test Color Type ,Bandai,"Master Grade , 1/100",MG Other Gundam,Mobile Suit Gundam,"Late Oct., 2001",28.43USD,23.69USD,4543112055699, 31 x 20 x 11 cm , 612g
RGM-79,Bandai,"Master Grade , 1/100",MG Other Gundam,Mobile Suit Gundam,"Mid Jul., 2001",28.43USD,23.69USD,4543112039071, 31 x 20 x 11.2 cm , 612g
AMX-004 Qubeley ,Bandai,"Master Grade , 1/100",MG Z Gundam,Mobile Suit Gundam,"Early Aug., 2001",37.9USD,31.58USD,4543112040213, 39.6 x 31.4 x 11 cm , 957g
RGZ-91 Re-GZ ,Bandai,"Master Grade , 1/100",MG Char`s Counter Attack,Mobile Suit Gundam,"Mid Jun., 2001",37.9USD,31.58USD,4543112033284, 806g,null
RX-78 GP03S Gundam GP03 STAMEN ,Bandai,"Master Grade , 1/100",MG Gundam 0083,Mobile Suit Gundam,"3,780yenabout33.16USD","27.64USD

",sO,0101788, 735g,null
MSN-100 Hyaku Shiki ,Bandai,"Master Grade , 1/100",MG Z Gundam,Mobile Suit Gundam,"Late Mar., 2001",42.64USD,35.53USD,4543112005847, 31 x 20 x 11.5 cm , 812g
MSZ-006 Zeta Gundam ,Bandai,"Master Grade , 1/100",MG Z Gundam,Mobile Suit Gundam,"Late Mar., 2001",37.9USD,31.58USD,4902425700694,null,null
MS-07B-3 Gouf Custom ,Bandai,"Master Grade , 1/100",MG Other Gundam,Mobile Suit Gundam,"Mid Feb., 2001",28.43USD,23.69USD,4543112005670, 31 x 20 x 10 cm , 612g
MS-18E Kampfer ,Bandai,"Master Grade , 1/100",MG Other Gundam,Mobile Suit Gundam,"Mid Jan., 2001",37.9USD,31.58USD,4543112003669, 806g,null
RX-93 Nu Gundam ,Bandai,"Master Grade , 1/100",MG Char`s Counter Attack,Mobile Suit Gundam,"Late Dec., 2000",47.38USD,39.48USD,4902425782126, 39.5 x 31.2 x 12.5 cm , 931g
RX-79,Bandai,"Master Grade , 1/100",MG Other Gundam,Mobile Suit Gundam,"3,240yenabout28.43USD","23.69USD

",sO,0077634, 31.2 x 20.3 x 11.5 cm , 656g
MS-07B Gouf ,Bandai,"Master Grade , 1/100",MG Gundam,Mobile Suit Gundam,"Mid Oct., 2000",26.53USD,22.11USD,4902425776330, 31 x 20 x 10 cm , 580g
MS-05B Zaku I ,Bandai,"Master Grade , 1/100",MG MSV,Mobile Suit Gundam,"2,700yenabout23.69USD","19.74USD

",sO,0077168, 31.2 x 20.3 x 8.3 cm , 520g
RX-78-2 Gundam ,Bandai,"Master Grade , 1/100",MG Gundam,Mobile Suit Gundam,"3,240yenabout28.43USD","23.69USD

",sO,0076372, 31 x 20 x 10 cm , 620g
FA-010S Full Armor ZZ Gundam ,Bandai,"Master Grade , 1/100",MG ZZ Gundam,Mobile Suit Gundam,"6,480yenabout56.85USD","47.38USD

",sO,0077167, 39 x 31 x 14.5 cm , 1427g
MSN-04 Sazabi ,Bandai,"Master Grade , 1/100",MG Char`s Counter Attack,Mobile Suit Gundam,"Mid Jul., 2000",75.8USD,63.17USD,4902425770727, 59.1 x 32.3 x 12 cm , 1323g
RX-79,Bandai,"Master Grade , 1/100",MG Other Gundam,Mobile Suit Gundam,"Late May, 2000",28.43USD,23.69USD,4902425763712, 31 x 20 x 10 cm , 612g
MS-06F/J Zaku II ,Bandai,"Master Grade , 1/100",MG Gundam,Mobile Suit Gundam,"3,780yenabout33.16USD","27.64USD

",sO,74898, 735g,null
RX-78 GP01Fb Gundam GP01 Full Vernian ,Bandai,"Master Grade , 1/100",MG Gundam 0083,Mobile Suit Gundam,"4,320yenabout37.9USD","31.58USD

",sO,0071873,null,null
MS-06S Char`s Zaku II ,Bandai,"Master Grade , 1/100",MG Gundam,Mobile Suit Gundam,"3,780yenabout33.16USD","27.64USD

",sO,0071874, 735g,null
RX-78-2 Gundam ,Bandai,"Master Grade , 1/100",MG Gundam,Mobile Suit Gundam,"3,780yenabout33.16USD","27.64USD

",sO,0061680, 735g,null
MS-06S Zaku II ,Bandai,"Master Grade , 1/100",MG Gundam,Mobile Suit Gundam,"3,024yenabout26.53USD","22.11USD

",sO,0055148,null,null
MS-06F/J Zaku II ,Bandai,"Master Grade , 1/100",MG Gundam,Mobile Suit Gundam,"3,024yenabout26.53USD","22.11USD

",sO,null, 529g,null
RX-78-2 Gundam ,Bandai,"Master Grade , 1/100",MG Gundam,Mobile Suit Gundam,"3,024yenabout26.53USD","22.11USD

",sO,null, 470g,null
MS-09 Dom ,Bandai,"Master Grade , 1/100",MG Gundam,Mobile Suit Gundam,"4,320yenabout37.9USD","31.58USD

",sO,0072576, 806g,null
MS-06R-1A Zaku II ,Bandai,"Master Grade , 1/100",MG MSV,Mobile Suit Gundam,"3,240yenabout28.43USD","23.69USD

",sO,0072574, 625g,null
MS-05B Zaku I ,Bandai,"Master Grade , 1/100",MG MSV,Mobile Suit Gundam,"2,700yenabout23.69USD","19.74USD

",sO,0072575, 31 x 20 x 7.7 cm , 516g
MS-05B Zaku I ,Bandai,"Master Grade , 1/100",MG Gundam,Mobile Suit Gundam,"2,700yenabout23.69USD","19.74USD

",sO,0072573, 31 x 20 x 7.7 cm , 529g
RGM-79 GM ,Bandai,"Master Grade , 1/100",MG Gundam,Mobile Suit Gundam,"2,700yenabout23.69USD","19.74USD

",sO,0071869, 31 x 20 x 8 cm , 470g
FXA-05D/RX-178 Super Gundam ,Bandai,"Master Grade , 1/100",MG Z Gundam,Mobile Suit Gundam,"4,320yenabout37.9USD","31.58USD

",sO,0071420, 39.3 x 31.4 x 11.2 cm , 1048g
RX-178 Gundam Mk-II ,Bandai,"Master Grade , 1/100",MG Z Gundam,Mobile Suit Gundam,"3,024yenabout26.53USD","22.11USD

",sO,0070068, 31 x 20 x 10 cm , 600g
RX-178 Gundam Mk-II ,Bandai,"Master Grade , 1/100",MG Z Gundam,Mobile Suit Gundam,"3,024yenabout26.53USD","22.11USD

",sO,0061364, 31 x 20 x 10 cm , 610g
RX-78 GP02A Gundam GP02 PHYSALIS ,Bandai,"Master Grade , 1/100",MG Gundam 0083,Mobile Suit Gundam,"4,320yenabout37.9USD","31.58USD

",sO,0061220, 1001g,null
RX-78 GP01Fb Gundam GP01 Full Vernian ,Bandai,"Master Grade , 1/100",MG Gundam 0083,Mobile Suit Gundam,"3,240yenabout28.43USD","23.69USD

",sO,0059766, 31 x 20 x 10 cm , 665g
MS-14A Gelgoog ,Bandai,"Master Grade , 1/100",MG Gundam,Mobile Suit Gundam,"3,240yenabout28.43USD","23.69USD

",sO,0059290, 33.2 x 24.2 x 12.3 cm , 771g
RX-78 GP01 GUNDAM GP01 ZEPHYRANTHES ,Bandai,"Master Grade , 1/100",MG Gundam 0083,Mobile Suit Gundam,"2,700yenabout23.69USD","19.74USD

",sO,0057919, 31 x 20 x 7.7 cm , 529g
MS-14B/C Gelgoog Cannon ,Bandai,"Master Grade , 1/100",MG MSV,Mobile Suit Gundam,"3,240yenabout28.43USD","23.69USD

",sO,0056318, 33.1 x 24.3 x 13 cm , 747g
RB-79K Ball The 08MS Ver. ,Bandai,"Master Grade , 1/100",MG Other Gundam,Mobile Suit Gundam,"Late May, 2005",22.74USD,18.95USD,4543112340962, 31 x 20 x 10 cm , 483g
MS-14S Gelgoog ,Bandai,"Master Grade , 1/100",MG Gundam,Mobile Suit Gundam,"Mid Apr., 2005",28.43USD,23.69USD,4543112341433, 33.3 x 24.2 x 12.4 cm , 678g
MS-09 Dom ,Bandai,"Master Grade , 1/100",MG Gundam,Mobile Suit Gundam,"Mid Apr., 2005",37.9USD,31.58USD,4543112341426, 39.5 x 31.3 x 11 cm , 860g
MS-07B Gouf ,Bandai,"Master Grade , 1/100",MG Gundam,Mobile Suit Gundam,"Mid Apr., 2005",26.53USD,22.11USD,4543112341419, 31.2 x 20.2 x 10.5 cm , 521g
MS-06F/J Zaku II ,Bandai,"Master Grade , 1/100",MG Gundam,Mobile Suit Gundam,"Mid Apr., 2005",23.69USD,19.74USD,4543112341402, 31.3 x 20.2 x 8.5 cm , 458g
RX-78-2 Gundam ,Bandai,"Master Grade , 1/100",MG Gundam,Mobile Suit Gundam,"Late Mar., 2005",30.32USD,25.27USD,4543112321558, 31 x 20 x 11.4 cm , 561g
RMS-099 Rick Dias ,Bandai,"Master Grade , 1/100",MG Z Gundam,Mobile Suit Gundam,"Late Dec., 2004",34.11USD,28.43USD,4543112314215, 39.3 x 31 x 9.6 cm , 930g
RB-79 Ball Ver.Ka ,Bandai,"Master Grade , 1/100",MG Gundam,Mobile Suit Gundam,"Late Dec., 2004",18.95USD,15.79USD,4543112314123, 31 x 20 x 8 cm , 397g
XXXG-00W0 Wing Gundam Zero Custom ,Bandai,"Master Grade , 1/100",MG Gundam W,Mobile Suit Gundam,"Late Oct., 2004",36.01USD,30.01USD,4543112294548, 33 x 24 x 12 cm , 805g
MBF-02 Strike Rouge ,Bandai,"Master Grade , 1/100",MG Gundam SEED,Mobile Suit Gundam,"Early Sep., 2004",37.9USD,31.58USD,4543112294500, 806g,null
RMS-106 Hi-Zack ,Bandai,"Master Grade , 1/100",MG Z Gundam,Mobile Suit Gundam,"Late Aug., 2004",28.43USD,23.69USD,4543112268013, 31 x 20 x 11.1 cm , 612g
ZGMF-X10A Freedom Gundam ,Bandai,"Master Grade , 1/100",MG Gundam SEED,Mobile Suit Gundam,"Late Jul., 2004",36.01USD,30.01USD,4543112267948, 897g,null
MSN-02 Perfect Zeong ,Bandai,"Master Grade , 1/100",MG MSV,Mobile Suit Gundam,"Late Jun., 2004",94.75USD,78.96USD,4543112256515, 59.2 x 40 x 18 cm , 2560g
RMS-099 Rick Dias ,Bandai,"Master Grade , 1/100",MG Z Gundam,Mobile Suit Gundam,"Late May, 2004",33.16USD,27.64USD,4543112253002, 735g,null
XXXG-01W Wing Gundam Ver.Ka ,Bandai,"Master Grade , 1/100",MG Gundam W,Mobile Suit Gundam,"Early Mar., 2004",33.16USD,27.64USD,4543112237149, 31.1 x 24.1 x 11.8 cm , 735g
AMX-004-3 Qubeley Mk-II ,Bandai,"Master Grade , 1/100",MG ZZ Gundam,Mobile Suit Gundam,"Late Feb., 2004",37.9USD,31.58USD,4543112241221, 949g,null
MSM-07S Char`s Z`Gok ,Bandai,"Master Grade , 1/100",MG Gundam,Mobile Suit Gundam,"Early Nov., 2003",28.43USD,23.69USD,4543112227188, 33 x 24 x 12.4 cm , 612g
PF-78-1 Perfect Gundam ,Bandai,"Master Grade , 1/100",MG Other Gundam,Plamo Kyoshiro,"Late Dec., 2003",37.9USD,31.58USD,4543112227195, 872g,null
GAT-X105 Aile Strike Gundam ,Bandai,"Master Grade , 1/100",MG Gundam SEED,Mobile Suit Gundam,"Mid Oct., 2003",36.01USD,30.01USD,4543112222428, 965g,null
RX-78-5 Gundam G05 ,Bandai,"Master Grade , 1/100",MG Other Gundam,Mobile Suit Gundam,"Late Aug., 2003",26.53USD,22.11USD,4543112204677, 31 x 20 x 10.3 cm , 636g
RX-78-4 Gundam G04 ,Bandai,"Master Grade , 1/100",MG Other Gundam,Mobile Suit Gundam,"Late Jul., 2003",26.53USD,22.11USD,4543112204660, 31 x 20 x 10.3 cm , 617g
MSM-03 Gogg ,Bandai,"Master Grade , 1/100",MG Gundam,Mobile Suit Gundam,"Late Jun., 2003",33.16USD,27.64USD,4543112192530, 39.5 x 31.2 x 11 cm , 921g
GF13-017NJ II  Hyper Mode God Gundam ,Bandai,"Master Grade , 1/100",MG Other Gundam,Mobile Suit Gundam,"Late Apr., 2003",42.64USD,35.53USD,4543112179883, 31 x 20 x 10 cm , 812g
GF13-001NH II Hyper Mode Master Gundam ,Bandai,"Master Grade , 1/100",MG Other Gundam,Mobile Suit Gundam,"Late Apr., 2003",47.38USD,39.48USD,4543112179890, 31 x 20 x 11 cm , 931g
MSA-0011,Bandai,"Master Grade , 1/100",MG Other Gundam,Mobile Suit Gundam,"Late Mar., 2003",75.8USD,63.17USD,4543112164155, 59.5 x 32.4 x 11.6 cm , 1803g
MSM-07 Z`Gok ,Bandai,"Master Grade , 1/100",MG Gundam,Mobile Suit Gundam,"Late May, 2003",28.43USD,23.69USD,4543112192523, 705g,null
MS-14A Gelgoog ,Bandai,"Master Grade , 1/100",MG Gundam 0083,Mobile Suit Gundam,"Early Feb., 2003",33.16USD,27.64USD,4543112164087, 735g,null
MS-09R-S Char`s Rick Dom ,Bandai,"Master Grade , 1/100",MG MSV,Mobile Suit Gundam,"Early Jan., 2003",42.64USD,35.53USD,4543112164025, 39.3 x 31.3 x 11 cm , 976g
RX-78-2 Gundam Ver.Ka ,Bandai,"Master Grade , 1/100",MG Gundam,Mobile Suit Gundam,"Late Dec., 2002",30.32USD,25.27USD,4543112142153, 31 x 20 x 11 cm , 612g
RGM-79C GM Type C ,Bandai,"Master Grade , 1/100",MG Gundam 0083,Mobile Suit Gundam,"Late Nov., 2002",23.69USD,19.74USD,4543112142146, 31 x 20 x 8 cm , 516g
MSA-0011 S Gundam ,Bandai,"Master Grade , 1/100",MG Other Gundam,Mobile Suit Gundam,"Late Oct., 2002",56.85USD,47.38USD,4543112139320, 39.3 x 31.4 x 12.4 cm , 1204g
MS-06F-2 Zaku II Type F2 ,Bandai,"Master Grade , 1/100",MG Gundam 0083,Mobile Suit Gundam,"Mid Sep., 2002",28.43USD,23.69USD,4543112137814, 31 x 20 x 11 cm , 595g
RX-78/C.A. Char`s Gundam ,Bandai,"Master Grade , 1/100",MG MSV,Mobile Suit Gundam,"Late Aug., 2002",28.43USD,23.69USD,4543112135544, 31 x 20 x 11 cm , 640g
GF13-021NG Gundam Spiegel ,Bandai,"Master Grade , 1/100",MG Other Gundam,Mobile Suit Gundam,"Late Aug., 2002",23.69USD,19.74USD,4543112128188, 31.4 x 20.2 x 8.7 cm , 522g
MSN-02 Zeong ,Bandai,"Master Grade , 1/100",MG Gundam,Mobile Suit Gundam,"Late Jul., 2002",56.85USD,47.38USD,4543112128157, 1402g,null
RGM-79C GM Type C ,Bandai,"Master Grade , 1/100",MG Gundam 0083,Mobile Suit Gundam,"Mid Jun., 2002",23.69USD,19.74USD,4543112119001, 31 x 20 x 8 cm , 530g
GF13-017NJ Shining Gundam ,Bandai,"Master Grade , 1/100",MG Other Gundam,Mobile Suit Gundam,"2,700yenabout23.69USD","19.74USD

",sO,0110535, 31 x 20 x 8.2 cm , 529g
MS-06F-2 Zaku II Type F2 ,Bandai,"Master Grade , 1/100",MG Gundam 0083,Mobile Suit Gundam,"Late Apr., 2002",28.43USD,23.69USD,4543112094643, 31 x 20 x 11 cm , 612g
GF13-001NH II Master Gundam ,Bandai,"Master Grade , 1/100",MG Other Gundam,Mobile Suit Gundam,"Early Mar., 2002",26.53USD,22.11USD,4543112088277, 31 x 20 x 10 cm , 615g
MSZ-006C1 Zeta Plus C1 ,Bandai,"Master Grade , 1/100",MG Other Gundam,Mobile Suit Gundam,"3,240yenabout28.43USD","23.69USD

",sO,0107724, 33 x 24.2 x 12.5 cm , 800g
RX-78-2 Gundam Ver.2.0 ,Bandai,"Master Grade , 1/100",MG Gundam,Mobile Suit Gundam,"Late Jul., 2008",39.8USD,33.16USD,4543112555205, 31.3 x 20.2 x 13.4 cm , 806g
Shin Musha Gundam ,Bandai,"Master Grade , 1/100",MG Other Gundam,Mobile Suit Gundam,"Mid Jun., 2008",47.38USD,39.48USD,4543112538048, 931g,null
ZGMF-X56S Force Impulse Gundam ,Bandai,"Master Grade , 1/100",MG Gundam SEED,Mobile Suit Gundam,"Late May, 2008",42.64USD,35.53USD,4543112544988, 39.1 x 31 x 9.5 cm , 852g
MS-14A Gelgoog Ver.2.0 ,Bandai,"Master Grade , 1/100",MG Gundam,Mobile Suit Gundam,"Mid Apr., 2008",42.64USD,35.53USD,4543112519184, 39.1 x 31.3 x 12.3 cm , 967g
GAT-X105 Launcher & Sword Strike Gundam ,Bandai,"Master Grade , 1/100",MG Gundam SEED,Mobile Suit Gundam,"Late Apr., 2008",47.38USD,39.48USD,4543112538017, 931g,null
MS-06F ZakuII Ver.2.0 ,Bandai,"Master Grade , 1/100",MG Gundam,Mobile Suit Gundam,"Late Mar., 2008",33.16USD,27.64USD,4543112531445, 31 x 20 x 13.3 cm , 647g
MS-06F Zaku Mine Layer ,Bandai,"Master Grade , 1/100",MG MSV,Mobile Suit Gundam,"Late Mar., 2008",42.64USD,35.53USD,4543112531193, 812g,null
RX-93 Nu Gundam Metallic Coating Ver. ,Bandai,"Master Grade , 1/100",MG Char`s Counter Attack,Mobile Suit Gundam,"Late Feb., 2008",80.54USD,67.12USD,4543112523747,null,null
GAT-X105E Strike E+IWSP Lukas O`Donnell Custom ,Bandai,"Master Grade , 1/100",MG Gundam SEED,Mobile Suit Gundam,"Late Feb., 2008",42.64USD,35.53USD,4543112531452, 39.1 x 31.1 x 9.4 cm , 955g
MS-06R High Mobility Type Zaku II  ,Bandai,"Master Grade , 1/100",MG MSV,Mobile Suit Gundam,"Late Jan., 2008",42.64USD,35.53USD,4543112523730, 812g,null
MSN-04 Sazabi Metallic Coating Ver. ,Bandai,"Master Grade , 1/100",MG Char`s Counter Attack,Mobile Suit Gundam,"Late Dec., 2007",132.65USD,110.55USD,4543112522467, 1350g,null
RX-0 Unicorn Gundam Ver.Ka ,Bandai,"Master Grade , 1/100",MG Gundam UC,Mobile Suit Gundam,"Mid Dec., 2007",47.38USD,39.48USD,4543112522450, 931g,null
ZGMF-X42S Destiny Gundam Extreme Blast Mode ,Bandai,"Master Grade , 1/100",MG Gundam SEED,Mobile Suit Gundam,"Late Oct., 2007",66.33USD,55.27USD,4543112512444, 39.1 x 31.1 x 10.9 cm , 1023g
ZGMF-X42S Destiny Gundam ,Bandai,"Master Grade , 1/100",MG Gundam SEED,Mobile Suit Gundam,"Late Oct., 2007",45.48USD,37.9USD,4543112512437, 812g,null
RX-78-2 Gundam Ver. O.Y.W 0079 Animetion Color ,Bandai,"Master Grade , 1/100",MG Gundam,Mobile Suit Gundam,"Mid Jul., 2007",30.32USD,25.27USD,4543112505392, 31 x 20 x 11.2 cm , 540g
WD-M01 Turn A Gundam ,Bandai,"Master Grade , 1/100",MG Other Gundam,Mobile Suit Gundam,"Early Aug., 2007",36.01USD,30.01USD,4543112505361, 31.3 x 20.7 x 13.2 cm , 623g
MS-14S Char`s Gelgoog Ver. 2.0 ,Bandai,"Master Grade , 1/100",MG Gundam,Mobile Suit Gundam,"Mid Jul., 2007",42.64USD,35.53USD,4543112505309, 39.1 x 31.3 x 12.3 cm , 951g
MS-06S Char`s Zaku II Ver.2.0 ,Bandai,"Master Grade , 1/100",MG Gundam,Mobile Suit Gundam,"Late May, 2007",33.16USD,27.64USD,4543112498342, 31 x 20 x 13.2 cm , 735g
MSZ-006-3 Z Gundam 3 White Unicorn Color Ver. ,Bandai,"Master Grade , 1/100",MG Other Gundam,Mobile Suit Gundam,"Late Mar., 2007",47.38USD,39.48USD,2009583,null,null
GAT-X105E Strike Noir Gundam ,Bandai,"Master Grade , 1/100",MG Gundam SEED,Mobile Suit Gundam,"Mid Mar., 2007",42.64USD,35.53USD,4543112489975, 812g,null
MS-06J Zaku II Ver.2.0 ,Bandai,"Master Grade , 1/100",MG Gundam,Mobile Suit Gundam,"Late Apr., 2007",33.16USD,27.64USD,4543112492524, 735g,null
*Asian Regional Limited Edition Gundam RX-78-2 ,Bandai,"Master Grade , 1/100",MG Gundam,Mobile Suit Gundam,"Late Mar., 2007",64.99USD,54.17USD,0140328,null,null
RX-93-2 Hi-v Gundam ,Bandai,"Master Grade , 1/100",MG Char`s Counter Attack,Mobile Suit Gundam,"Late Feb., 2007",66.33USD,55.27USD,4543112488329, 59.2 x 32.3 x 9.2 cm , 1187g
XM-X1 Crossbone Gundam X1 Full Cloth ,Bandai,"Master Grade , 1/100",MG Other Gundam,Mobile Suit Gundam,"Late Jan., 2007",42.64USD,35.53USD,4543112488275, 39 x 31 x 9.5 cm , 840g
ZGMF-X20A Strike Freedom Gundam Full Burst Mode ,Bandai,"Master Grade , 1/100",MG Gundam SEED,Mobile Suit Gundam,"Late Dec., 2006",66.33USD,55.27USD,4543112007414, 59.2 x 32.3 x 9.4 cm , 1254g
ZGMF-X20A Strike Freedom Gundam ,Bandai,"Master Grade , 1/100",MG Gundam SEED,Mobile Suit Gundam,"Late Dec., 2006",45.48USD,37.9USD,4543112480835, 39.5 x 31.3 x 11.3 cm , 923g
RGM-79,Bandai,"Master Grade , 1/100",MG Other Gundam,Mobile Suit Gundam,"Late Nov., 2006",33.16USD,27.64USD,4543112467348, 31 x 24.3 x 11.7 cm , 735g
Gundam F91 Harrison Martin Custom ,Bandai,"Master Grade , 1/100",MG Other Gundam,Mobile Suit Gundam,"Mid Nov., 2006",28.43USD,23.69USD,4543112467331, 31 x 20 x 11.2 cm , 490g
GAT-X105 Strike Gundam IWSP ,Bandai,"Master Grade , 1/100",MG Gundam SEED,Mobile Suit Gundam,"Late Oct., 2006",39.8USD,33.16USD,4543112467287, 39.2 x 31.2 x 9.5 cm , 868g
XM-X1 Crossbone Gundam X1 Ver.Ka ,Bandai,"Master Grade , 1/100",MG Other Gundam,Mobile Suit Gundam,"Late Sep., 2006",33.16USD,27.64USD,4543112459367, 31 x 20 x 11.3 cm , 531g
RB-79 Ball ,Bandai,"Master Grade , 1/100",MG Other Gundam,Mobile Suit Gundam,"Early Aug., 2007",20.85USD,17.37USD,4543112453815, 31 x 20 x 8.2 cm , 400g
Gundam F91 ,Bandai,"Master Grade , 1/100",MG Other Gundam,Mobile Suit Gundam,"Late Jul., 2006",30.32USD,25.27USD,4543112450708, 31 x 20 x 11 cm , 570g
YMS-15 Gyan ,Bandai,"Master Grade , 1/100",MG Gundam,Mobile Suit Gundam,"Late May, 2006",34.11USD,28.43USD,4543112434180, 31.2 x 24.1 x 11.8 cm , 735g
RX-178  Mk-II Ver.2.0 Titans ,Bandai,"Master Grade , 1/100",MG Z Gundam,Mobile Suit Gundam,"Late Mar., 2006",33.16USD,27.64USD,4543112419248, 735g,null
MSA-003 Nemo ,Bandai,"Master Grade , 1/100",MG Z Gundam,Mobile Suit Gundam,"Early Feb., 2006",26.53USD,22.11USD,4543112410429, 31 x 20 x 10 cm , 529g
MSZ-006 Z Gundam Ver.2.0 ,Bandai,"Master Grade , 1/100",MG Z Gundam,Mobile Suit Gundam,"Late Dec., 2005",47.38USD,39.48USD,4543112395979, 39.5 x 31.5 x 11 cm , 1085g
Freedom Gundam Extra Finish ,Bandai,"Master Grade , 1/100",MG Gundam SEED,Mobile Suit Gundam,"Late Sep., 2005",75.8USD,63.17USD,4543112385277, 1323g,null
MSN-00100 Hyaku Shiki + Ballute System ,Bandai,"Master Grade , 1/100",MG Z Gundam,Mobile Suit Gundam,"Mid Sep., 2005",37.9USD,31.58USD,4543112341129, 39.3 x 31.3 x 9.7 cm , 846g
RX-178 Gundam Mk-II Ver.2.0 A.E.U.G. Ver. ,Bandai,"Master Grade , 1/100",MG Z Gundam,Mobile Suit Gundam,"Mid Sep., 2014",37.9USD,31.58USD,4543112384126, 39 x 31.1 x 9.5 cm , 806g
MSM-04 Acguy ,Bandai,"Master Grade , 1/100",MG Gundam,Mobile Suit Gundam,"Late Jul., 2005",37.9USD,31.58USD,4543112341082, 39.2 x 31 x 11 cm , 990g
RGZ-95 ReZEL ,Bandai,"Master Grade , 1/100",MG Gundam UC,Mobile Suit Gundam,"Late Oct., 2010",45.48USD,37.9USD,4543112652980, 39.2 x 31 x 8.3 cm , 814g
XXXG-01D Gundam Deathscythe EW Ver. ,Bandai,"Master Grade , 1/100",MG Gundam W,Mobile Suit Gundam,"Late Sep., 2010",36.01USD,30.01USD,4543112645647, 31 x 20 x 11.3 cm , 543g
PMX-003 THE-O ,Bandai,"Master Grade , 1/100",MG Z Gundam,Mobile Suit Gundam,"Early Aug., 2010",113.7USD,94.75USD,4543112649218, 59 x 35.2 x 12.8 cm , 1756g
FA-78-1 Full Armor Gundam ,Bandai,"Master Grade , 1/100",MG MSV,Mobile Suit Gundam,"Late Jun., 2010",47.38USD,39.48USD,4543112623768, 39 x 31 x 9.1 cm , 843g
Core Booster Ver.Ka ,Bandai,"Master Grade , 1/100",MG V Gundam,Mobile Suit Gundam,"Late Jul., 2010",20.85USD,17.37USD,4543112642523, 31 x 20 x 9.5 cm , 485g
